old_canvas_id,new_canvas_id
http://manifests.ydc2.yale.edu/canvas/KIYN-06-48-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18571
http://manifests.ydc2.yale.edu/canvas/KIYN-06-50-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18581
http://manifests.ydc2.yale.edu/canvas/KIYN-06-51-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18586
http://manifests.ydc2.yale.edu/canvas/KIYN-07-06-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18621
http://manifests.ydc2.yale.edu/canvas/KIYN-07-07-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18626
http://manifests.ydc2.yale.edu/canvas/KIYN-07-08-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18631
http://manifests.ydc2.yale.edu/canvas/KIYN-07-09-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18636
http://manifests.ydc2.yale.edu/canvas/KIYN-07-10-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18641
http://manifests.ydc2.yale.edu/canvas/KIYN-07-11-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18646
http://manifests.ydc2.yale.edu/canvas/KIYN-07-12-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18651
http://manifests.ydc2.yale.edu/canvas/KIYN-07-15-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18666
http://manifests.ydc2.yale.edu/canvas/KIYN-07-16-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18671
http://manifests.ydc2.yale.edu/canvas/KIYN-07-17-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18676
http://manifests.ydc2.yale.edu/canvas/KIYN-07-18-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18681
http://manifests.ydc2.yale.edu/canvas/KIYN-07-19-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18686
http://manifests.ydc2.yale.edu/canvas/KIYN-07-20-tif,http://manifest.tenthousandrooms.yale.edu/node/316/canvas/18691
